date,recession_prob,reprise_prob,boom_prob,ralentissement_prob,cycle_phase,markov_prob,kalman_prob,blended_prob
1975-12-31,0.0097089500324357,0.0002633292948574,0.0114490824752461,0.9785786381974608,ralentissement_prob,0.4989982691311661,0.475387176966229,0.7267712107384909
1976-01-31,0.0097089500324357,0.0002633292948574,0.0114490824752461,0.9785786381974608,ralentissement_prob,0.4989982691311661,0.5469551893845337,0.7911107300277045
1976-02-29,0.0097089500324357,0.0002633292948574,0.0114490824752461,0.9785786381974608,ralentissement_prob,0.4989982691311661,0.6036763069402532,0.8421029165334819
1976-03-31,0.002655268605614,0.0002508911469275,0.0042775335041707,0.9928163067432876,ralentissement_prob,0.4990634219772579,0.6140016357273268,0.851464464902999
1976-04-30,0.002655268605614,0.0002508911469275,0.0042775335041707,0.9928163067432876,ralentissement_prob,0.4990634219772579,0.6326540674970724,0.8682341840381038
1976-05-31,0.002655268605614,0.0002508911469275,0.0042775335041707,0.9928163067432876,ralentissement_prob,0.4990634219772579,0.6169520057303871,0.8541170346540494
1976-06-30,0.0565926275698471,0.0053224568368877,0.0007695065546349,0.9373154090386302,ralentissement_prob,0.5252503320891623,0.6074383429805573,0.8771827278199484
1976-07-31,0.0565926275698471,0.0053224568368877,0.0007695065546349,0.9373154090386302,ralentissement_prob,0.5252503320891623,0.5926620878203275,0.8635109928259116
1976-08-31,0.0565926275698471,0.0053224568368877,0.0007695065546349,0.9373154090386302,ralentissement_prob,0.5252503320891623,0.5710450417762847,0.8435098137948742
1976-09-30,0.0894198471536935,0.0064369887857677,0.0054826725874337,0.8986604914731049,ralentissement_prob,0.538750092890246,0.5467897174583377,0.8365489537895936
1976-10-31,0.0894198471536935,0.0064369887857677,0.0054826725874337,0.8986604914731049,ralentissement_prob,0.538750092890246,0.5191659843565583,0.8106171717743227
1976-11-30,0.0894198471536935,0.0064369887857677,0.0054826725874337,0.8986604914731049,ralentissement_prob,0.538750092890246,0.515515451553618,0.8071902337664636
1976-12-31,0.0646940519410002,0.0053390889151773,0.0119734085224665,0.9179934506213558,ralentissement_prob,0.5236907772516781,0.5372680025093384,0.8104839651813142
1977-01-31,0.0646940519410002,0.0053390889151773,0.0119734085224665,0.9179934506213558,ralentissement_prob,0.5236907772516781,0.5350910998111266,0.8084731802360017
1977-02-28,0.0646940519410002,0.0053390889151773,0.0119734085224665,0.9179934506213558,ralentissement_prob,0.5236907772516781,0.5493701479752361,0.8216626053331222
1977-03-31,0.022283992258078,0.0037600202721377,0.0100747565663579,0.963881230903426,ralentissement_prob,0.5042246077097912,0.5898323173600148,0.8358756604052912
1977-04-30,0.022283992258078,0.0037600202721377,0.0100747565663579,0.963881230903426,ralentissement_prob,0.5042246077097912,0.6000924678174637,0.8451531409277213
